Mod:Item:MetaData, Localized Name, Unlocalized Name, Is Block?, Class Name
arsmagica2:winter_arm:0, §6Winter's Grasp§f, item.arsmagica2:winter_arm, false, net.minecraft.item.ItemStack
arsmagica2:air_sled:0, §6Air Sled§f, item.arsmagica2:air_sled, false, net.minecraft.item.ItemStack
arsmagica2:arcane_spellbook:0, §6Arcane Spellbook§f, item.arsmagica2:arcane_spellbook, false, net.minecraft.item.ItemStack
arsmagica2:earth_armor, §6Earth Armor§f, item.arsmagica2:earth_armor, false, am2.armor.ItemEarthGuardianArmor
arsmagica2:ender_boots, §6Ender Boots§f, item.arsmagica2:ender_boots, false, am2.armor.ItemEnderBoots
arsmagica2:fire_ears, §6Antenna of the Fire Guardian§f, item.arsmagica2:fire_ears, false, am2.armor.ItemFireGuardianEars
arsmagica2:life_ward:0, §6Life Ward§f, item.arsmagica2:life_ward, false, net.minecraft.item.ItemStack
arsmagica2:lightning_charm:0, §6Lightning Charm§f, item.arsmagica2:lightning_charm, false, net.minecraft.item.ItemStack
arsmagica2:water_orbs, §6Water Orbs§f, item.arsmagica2:water_orbs, false, am2.armor.ItemWaterGuardianOrbs
arsmagica2:spell_book:0, Spell Book, item.arsmagica2:spell_book, false, net.minecraft.item.ItemStack
arsmagica2:magic_broom:0, Magic Broom, item.arsmagica2:magic_broom, false, net.minecraft.item.ItemStack
arsmagica2:keystone:0, Keystone, item.arsmagica2:keystone, false, net.minecraft.item.ItemStack
arsmagica2:item_keystone_door:0, Keystone Door, item.item_keystone_door, false, net.minecraft.item.ItemStack
arsmagica2:item_keystone_door:1, Spell-Sealed Door, item.item_keystone_door, false, net.minecraft.item.ItemStack
arsmagica2:rune_bag:0, Rune Bag, item.arsmagica2:rune_bag, false, net.minecraft.item.ItemStack
arsmagica2:lost_journal, Lost Journal, item.arsmagica2:lost_journal, false, am2.items.ItemLostJournal
arsmagica2:crystal_phylactery:0, Crystal Phylactery, item.arsmagica2:crystal_phylactery, false, net.minecraft.item.ItemStack
arsmagica2:core:0, Base Essence Core, item.arsmagica2:core, false, net.minecraft.item.ItemStack
arsmagica2:core:1, High Essence Core, item.arsmagica2:core, false, net.minecraft.item.ItemStack
arsmagica2:core:2, Pure Essence, item.arsmagica2:core, false, net.minecraft.item.ItemStack
arsmagica2:deficit_crystal:0, Deficit Crystal, item.arsmagica2:deficit_crystal, false, net.minecraft.item.ItemStack
arsmagica2:workbench_upgrade:0, Magician's Workbench Upgrade: Crafting, item.arsmagica2:workbench_upgrade, false, net.minecraft.item.ItemStack
arsmagica2:lesser_mana_potion, Lesser Mana Potion, item.arsmagica2:lesser_mana_potion, false, am2.items.ItemManaPotion
arsmagica2:standard_mana_potion, Standard Mana Potion, item.arsmagica2:standard_mana_potion, false, am2.items.ItemManaPotion
arsmagica2:greater_mana_potion, Greater Mana Potion, item.arsmagica2:greater_mana_potion, false, am2.items.ItemManaPotion
arsmagica2:epic_mana_potion, Epic Mana Potion, item.arsmagica2:epic_mana_potion, false, am2.items.ItemManaPotion
arsmagica2:legendary_mana_potion, Legendary Mana Potion, item.arsmagica2:legendary_mana_potion, false, am2.items.ItemManaPotion
arsmagica2:mana_potion_bundle:3, Lesser Mana Potion Bundle, item.arsmagica2:mana_potion_bundle, false, net.minecraft.item.ItemStack
arsmagica2:mana_potion_bundle:259, Standard Mana Potion Bundle, item.arsmagica2:mana_potion_bundle, false, net.minecraft.item.ItemStack
arsmagica2:mana_potion_bundle:515, Greater Mana Potion Bundle, item.arsmagica2:mana_potion_bundle, false, net.minecraft.item.ItemStack
arsmagica2:mana_potion_bundle:771, Epic Mana Potion Bundle, item.arsmagica2:mana_potion_bundle, false, net.minecraft.item.ItemStack
arsmagica2:mana_potion_bundle:1027, Legendary Mana Potion Bundle, item.arsmagica2:mana_potion_bundle, false, net.minecraft.item.ItemStack
arsmagica2:essence_bag:0, Essence Bag, item.arsmagica2:essence_bag, false, net.minecraft.item.ItemStack
arsmagica2:hell_cow_horn:0, Hell Cow's Horn, item.arsmagica2:hell_cow_horn, false, net.minecraft.item.ItemStack
arsmagica2:journal:0, Journal, item.arsmagica2:journal, false, net.minecraft.item.ItemStack
arsmagica2:mana_martini, Mana Martini, item.arsmagica2:mana_martini, false, am2.items.ItemManaMartini
arsmagica2:helmet_mage, Mage Hood, item.arsmagica2:helmet_mage, false, am2.armor.ItemMageHood
arsmagica2:chest_mage, Mage Robes, item.arsmagica2:chest_mage, false, am2.armor.AMArmor
arsmagica2:legs_mage, Mage Leggings, item.arsmagica2:legs_mage, false, am2.armor.AMArmor
arsmagica2:boots_mage, Mage Boots, item.arsmagica2:boots_mage, false, am2.armor.AMArmor
arsmagica2:helmet_battlemage, Battlemage Circlet, item.arsmagica2:helmet_battlemage, false, am2.armor.ItemMageHood
arsmagica2:chest_battlemage, Battlemage Armor, item.arsmagica2:chest_battlemage, false, am2.armor.AMArmor
arsmagica2:legs_battlemage, Battlemage Leggings, item.arsmagica2:legs_battlemage, false, am2.armor.AMArmor
arsmagica2:boots_battlemage, Battlemage Boots, item.arsmagica2:boots_battlemage, false, am2.armor.AMArmor
arsmagica2:liquid_essence, tile.arsmagica2:fluid_block_liquid_essence.name, tile.arsmagica2:fluid_block_liquid_essence, true, net.minecraft.item.ItemBlock
arsmagica2:witchwood_slab:0, Witchwood Slab, tile.arsmagica2:witchwood_slab, true, net.minecraft.item.ItemStack
astralsorcery:ItemCraftingComponent:0, Aquamarine, item.ItemCraftingComponent.aquamarine, false, net.minecraft.item.ItemStack
astralsorcery:ItemCraftingComponent:1, Starmetal Ingot, item.ItemCraftingComponent.starmetal_ingot, false, net.minecraft.item.ItemStack
astralsorcery:ItemCraftingComponent:2, Stardust, item.ItemCraftingComponent.stardust, false, net.minecraft.item.ItemStack
astralsorcery:ItemCraftingComponent:3, Glass lens, item.ItemCraftingComponent.glass_lens, false, net.minecraft.item.ItemStack
astralsorcery:ItemCraftingComponent:4, Resonating Gem, item.ItemCraftingComponent.reso_gem, false, net.minecraft.item.ItemStack
astralsorcery:ItemCraftingComponent:5, Parchment, item.ItemCraftingComponent.parchment, false, net.minecraft.item.ItemStack
astralsorcery:ItemConstellationPaper:0, Constellation Paper, item.ItemConstellationPaper, false, net.minecraft.item.ItemStack
astralsorcery:ItemConstellationPaper:0, Constellation Paper, item.ItemConstellationPaper, false, net.minecraft.item.ItemStack
astralsorcery:ItemConstellationPaper:0, Constellation Paper, item.ItemConstellationPaper, false, net.minecraft.item.ItemStack
astralsorcery:ItemConstellationPaper:0, Constellation Paper, item.ItemConstellationPaper, false, net.minecraft.item.ItemStack
astralsorcery:ItemConstellationPaper:0, Constellation Paper, item.ItemConstellationPaper, false, net.minecraft.item.ItemStack
astralsorcery:ItemConstellationPaper:0, Constellation Paper, item.ItemConstellationPaper, false, net.minecraft.item.ItemStack
astralsorcery:ItemConstellationPaper:0, Constellation Paper, item.ItemConstellationPaper, false, net.minecraft.item.ItemStack
astralsorcery:ItemConstellationPaper:0, Constellation Paper, item.ItemConstellationPaper, false, net.minecraft.item.ItemStack
astralsorcery:ItemConstellationPaper:0, Constellation Paper, item.ItemConstellationPaper, false, net.minecraft.item.ItemStack
astralsorcery:ItemConstellationPaper:0, Constellation Paper, item.ItemConstellationPaper, false, net.minecraft.item.ItemStack
astralsorcery:ItemRockCrystalSimple:0, Rock Crystal, item.ItemRockCrystalSimple, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedRockCrystal:0, Attuned Rock Crystal, item.ItemTunedRockCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedRockCrystal:0, Attuned Rock Crystal, item.ItemTunedRockCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedRockCrystal:0, Attuned Rock Crystal, item.ItemTunedRockCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedRockCrystal:0, Attuned Rock Crystal, item.ItemTunedRockCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedRockCrystal:0, Attuned Rock Crystal, item.ItemTunedRockCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedRockCrystal:0, Attuned Rock Crystal, item.ItemTunedRockCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedRockCrystal:0, Attuned Rock Crystal, item.ItemTunedRockCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedRockCrystal:0, Attuned Rock Crystal, item.ItemTunedRockCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedRockCrystal:0, Attuned Rock Crystal, item.ItemTunedRockCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemCelestialCrystal:0, Celestial Crystal, item.ItemCelestialCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedCelestialCrystal:0, Attuned Celestial Crystal, item.ItemTunedCelestialCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedCelestialCrystal:0, Attuned Celestial Crystal, item.ItemTunedCelestialCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedCelestialCrystal:0, Attuned Celestial Crystal, item.ItemTunedCelestialCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedCelestialCrystal:0, Attuned Celestial Crystal, item.ItemTunedCelestialCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedCelestialCrystal:0, Attuned Celestial Crystal, item.ItemTunedCelestialCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedCelestialCrystal:0, Attuned Celestial Crystal, item.ItemTunedCelestialCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedCelestialCrystal:0, Attuned Celestial Crystal, item.ItemTunedCelestialCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedCelestialCrystal:0, Attuned Celestial Crystal, item.ItemTunedCelestialCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemTunedCelestialCrystal:0, Attuned Celestial Crystal, item.ItemTunedCelestialCrystal, false, net.minecraft.item.ItemStack
astralsorcery:ItemJournal, Journal, item.ItemJournal, false, hellfirepvp.astralsorcery.common.item.ItemJournal
astralsorcery:ItemHandTelescope, Hand Telescope, item.ItemHandTelescope, false, hellfirepvp.astralsorcery.common.item.ItemHandTelescope
astralsorcery:ItemLinkingTool, Linking Tool, item.ItemLinkingTool, false, hellfirepvp.astralsorcery.common.item.tool.ItemLinkingTool
astralsorcery:ItemWand, Resonating Wand, item.ItemWand, false, hellfirepvp.astralsorcery.common.item.tool.ItemWand
astralsorcery:ItemIlluminationWand, Illumination Wand, item.ItemIlluminationWand, false, hellfirepvp.astralsorcery.common.item.wand.ItemIlluminationWand
astralsorcery:ItemColoredLens:0, Colored Lens, item.ItemColoredLens, false, net.minecraft.item.ItemStack
astralsorcery:ItemColoredLens:1, Colored Lens, item.ItemColoredLens, false, net.minecraft.item.ItemStack
astralsorcery:ItemColoredLens:2, Colored Lens, item.ItemColoredLens, false, net.minecraft.item.ItemStack
astralsorcery:ItemColoredLens:3, Colored Lens, item.ItemColoredLens, false, net.minecraft.item.ItemStack
astralsorcery:ItemColoredLens:4, Colored Lens, item.ItemColoredLens, false, net.minecraft.item.ItemStack
astralsorcery:ItemColoredLens:5, Colored Lens, item.ItemColoredLens, false, net.minecraft.item.ItemStack
astralsorcery:ItemSkyResonator, Sky Wave Resonator, item.ItemSkyResonator, false, hellfirepvp.astralsorcery.common.item.tool.ItemSkyResonator
astralsorcery:ItemShiftingStar, Shifting Star, item.ItemShiftingStar, false, hellfirepvp.astralsorcery.common.item.ItemShiftingStar
astralsorcery:ItemArchitectWand, Formation Wand, item.ItemArchitectWand, false, hellfirepvp.astralsorcery.common.item.wand.ItemArchitectWand
astralsorcery:ItemExchangeWand, Conversion Wand, item.ItemExchangeWand, false, hellfirepvp.astralsorcery.common.item.wand.ItemExchangeWand
astralsorcery:ItemCrystalPickaxe, Crystal Pickaxe, item.ItemCrystalPickaxe, false, hellfirepvp.astralsorcery.common.item.tool.ItemCrystalPickaxe
astralsorcery:ItemCrystalShovel, Crystal Shovel, item.ItemCrystalShovel, false, hellfirepvp.astralsorcery.common.item.tool.ItemCrystalShovel
astralsorcery:ItemCrystalAxe, Crystal Axe, item.ItemCrystalAxe, false, hellfirepvp.astralsorcery.common.item.tool.ItemCrystalAxe
astralsorcery:ItemCrystalSword, Crystal Sword, item.ItemCrystalSword, false, hellfirepvp.astralsorcery.common.item.tool.ItemCrystalSword
astralsorcery:BlockFlareLight, Volatile Flare, tile.BlockFlareLight, true, net.minecraft.item.ItemBlock
astralsorcery:BlockAttunementAltar, Attunement Altar, tile.BlockAttunementAltar, true, net.minecraft.item.ItemBlock
astralsorcery:BlockAttunementRelay, Attunement Relay, tile.BlockAttunementRelay, true, net.minecraft.item.ItemBlock
astralsorcery:BlockWell, Lightwell, tile.BlockWell, true, net.minecraft.item.ItemBlock
astralsorcery:BlockWorldIlluminator, Cave Illuminator, tile.BlockWorldIlluminator, true, net.minecraft.item.ItemBlock
astralsorcery:BlockFakeTree, , tile.BlockFakeTree, true, net.minecraft.item.ItemBlock
astralsorcery:BlockStarlightInfuser, Starlight Infuser, tile.BlockStarlightInfuser, true, net.minecraft.item.ItemBlock
astralsorcery:BlockRitualLink, Ritual Anchor, tile.BlockRitualLink, true, net.minecraft.item.ItemBlock
astralsorcery:BlockTreeBeacon, Tree Beacon, tile.BlockTreeBeacon, true, net.minecraft.item.ItemBlock
astralsorcery:BlockTranslucentBlock, Translucent Block, tile.BlockTranslucentBlock, true, net.minecraft.item.ItemBlock
astralsorcery:BlockLens, Lens, tile.BlockLens, true, net.minecraft.item.ItemBlock
astralsorcery:BlockPrism, PrismLens, tile.BlockPrism, true, net.minecraft.item.ItemBlock
astralsorcery:BlockCustomOre:0, Rock Crystal Ore, tile.BlockCustomOre.rock_crystal, true, net.minecraft.item.ItemStack
astralsorcery:BlockCustomOre:1, Starmetal Ore, tile.BlockCustomOre.starmetal, true, net.minecraft.item.ItemStack
astralsorcery:BlockCustomSandOre:0, Aquamarine Shale, tile.BlockCustomSandOre.aquamarine, true, net.minecraft.item.ItemStack
astralsorcery:BlockMarble:0, Marble, tile.BlockMarble.raw, true, net.minecraft.item.ItemStack
astralsorcery:BlockMarble:1, Marble Bricks, tile.BlockMarble.bricks, true, net.minecraft.item.ItemStack
astralsorcery:BlockMarble:2, Marble Pillar, tile.BlockMarble.pillar, true, net.minecraft.item.ItemStack
astralsorcery:BlockMarble:3, Marble Arch, tile.BlockMarble.arch, true, net.minecraft.item.ItemStack
astralsorcery:BlockMarble:4, Chiseled Marble, tile.BlockMarble.chiseled, true, net.minecraft.item.ItemStack
astralsorcery:BlockMarble:5, Engraved Marble, tile.BlockMarble.engraved, true, net.minecraft.item.ItemStack
astralsorcery:BlockMarble:6, Runed Marble, tile.BlockMarble.runed, true, net.minecraft.item.ItemStack
astralsorcery:BlockBlackMarble:0, Sooty Marble, tile.BlockBlackMarble.raw, true, net.minecraft.item.ItemStack
astralsorcery:BlockMachine:0, Telescope, tile.BlockMachine.telescope, true, net.minecraft.item.ItemStack
astralsorcery:BlockMachine:1, Grindstone, tile.BlockMachine.grindstone, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCrystals:0, Celestial Crystal Cluster, tile.BlockCelestialCrystals, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCrystals:1, Celestial Crystal Cluster, tile.BlockCelestialCrystals, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCrystals:2, Celestial Crystal Cluster, tile.BlockCelestialCrystals, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCrystals:3, Celestial Crystal Cluster, tile.BlockCelestialCrystals, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCrystals:4, Celestial Crystal Cluster, tile.BlockCelestialCrystals, true, net.minecraft.item.ItemStack
astralsorcery:BlockStructural:0, Telescope, tile.BlockStructural.telescope_struct, true, net.minecraft.item.ItemStack
astralsorcery:BlockRitualPedestal, Ritual Pedestal, tile.BlockRitualPedestal, true, hellfirepvp.astralsorcery.common.item.block.ItemBlockRitualPedestal
astralsorcery:BlockAltar:0, Luminous Crafting Table, tile.BlockAltar.altar_1, true, net.minecraft.item.ItemStack
astralsorcery:BlockAltar:1, Starlight Crafting Altar, tile.BlockAltar.altar_2, true, net.minecraft.item.ItemStack
astralsorcery:BlockAltar:2, Celestial Altar, tile.BlockAltar.altar_3, true, net.minecraft.item.ItemStack
astralsorcery:BlockCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
astralsorcery:BlockCelestialCollectorCrystal:0, Floating Crystal, tile.BlockCollectorCrystal.obf, true, net.minecraft.item.ItemStack
atmrockhounding:labOven, Lab Oven, tile.atmrockhounding:labOven, true, net.minecraft.item.ItemBlock
atmrockhounding:mineralSizer, Mineral Sizer, tile.atmrockhounding:mineralSizer, true, net.minecraft.item.ItemBlock
atmrockhounding:mineralAnalyzer, Mineral Analyzer, tile.atmrockhounding:mineralAnalyzer, true, net.minecraft.item.ItemBlock
atmrockhounding:chemicalExtractor, Chemical Extractor, tile.atmrockhounding:chemicalExtractor, true, net.minecraft.item.ItemBlock
atmrockhounding:metalAlloyer, Metal Alloyer, tile.atmrockhounding:metalAlloyer, true, net.minecraft.item.ItemBlock
atmrockhounding:mineralOres:0, Uninspected Mineral, tile.atmrockhounding:mineralOres.uninspected, true, net.minecraft.item.ItemStack
atmrockhounding:mineralOres:1, Arsenate Mineral, tile.atmrockhounding:mineralOres.arsenate, true, net.minecraft.item.ItemStack
atmrockhounding:mineralOres:2, Borate Mineral, tile.atmrockhounding:mineralOres.borate, true, net.minecraft.item.ItemStack
atmrockhounding:mineralOres:3, Carbonate Mineral, tile.atmrockhounding:mineralOres.carbonate, true, net.minecraft.item.ItemStack
atmrockhounding:mineralOres:4, Halide Mineral, tile.atmrockhounding:mineralOres.halide, true, net.minecraft.item.ItemStack
atmrockhounding:mineralOres:5, Native Mineral, tile.atmrockhounding:mineralOres.native, true, net.minecraft.item.ItemStack
atmrockhounding:mineralOres:6, Oxide Mineral, tile.atmrockhounding:mineralOres.oxide, true, net.minecraft.item.ItemStack
atmrockhounding:mineralOres:7, Phosphate Mineral, tile.atmrockhounding:mineralOres.phosphate, true, net.minecraft.item.ItemStack
atmrockhounding:mineralOres:8, Silicate Mineral, tile.atmrockhounding:mineralOres.silicate, true, net.minecraft.item.ItemStack
atmrockhounding:mineralOres:9, Sulfate Mineral, tile.atmrockhounding:mineralOres.sulfate, true, net.minecraft.item.ItemStack
atmrockhounding:mineralOres:10, Sulfide Mineral, tile.atmrockhounding:mineralOres.sulfide, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:0, CuBe Block, tile.atmrockhounding:alloyBlocks.cube, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:1, ScAl Block, tile.atmrockhounding:alloyBlocks.scal, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:2, BAM Block, tile.atmrockhounding:alloyBlocks.bam, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:3, YAG Block, tile.atmrockhounding:alloyBlocks.yag, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:4, Cupronickel Block, tile.atmrockhounding:alloyBlocks.cupronickel, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:5, Nimonic Block, tile.atmrockhounding:alloyBlocks.nimonic, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:6, Hastelloy Block, tile.atmrockhounding:alloyBlocks.hastelloy, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:7, Nichrome Block, tile.atmrockhounding:alloyBlocks.nichrome, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:8, Mischmetal Block, tile.atmrockhounding:alloyBlocks.mischmetal, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:9, Rose Gold Block, tile.atmrockhounding:alloyBlocks.rosegold, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:10, Green Gold Block, tile.atmrockhounding:alloyBlocks.greengold, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:11, White Gold Block, tile.atmrockhounding:alloyBlocks.whitegold, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:12, Shibuichi Block, tile.atmrockhounding:alloyBlocks.shibuichi, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:13, Tombak Block, tile.atmrockhounding:alloyBlocks.tombak, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:14, Pewter Block, tile.atmrockhounding:alloyBlocks.pewter, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks:15, Corten Steel Block, tile.atmrockhounding:alloyBlocks.corten, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBlocks2:0, Tungsteel Block, tile.atmrockhounding:alloyBlocks2.tungsteel, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:0, CuBe Brick, tile.atmrockhounding:alloyBricks.cube, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:1, ScAl Brick, tile.atmrockhounding:alloyBricks.scal, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:2, BAM Brick, tile.atmrockhounding:alloyBricks.bam, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:3, YAG Brick, tile.atmrockhounding:alloyBricks.yag, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:4, Cupronickel Brick, tile.atmrockhounding:alloyBricks.cupronickel, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:5, Nimonic Brick, tile.atmrockhounding:alloyBricks.nimonic, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:6, Hastelloy Brick, tile.atmrockhounding:alloyBricks.hastelloy, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:7, Nichrome Brick, tile.atmrockhounding:alloyBricks.nichrome, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:8, Mischmetal Brick, tile.atmrockhounding:alloyBricks.mischmetal, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:9, Rose Gold Brick, tile.atmrockhounding:alloyBricks.rosegold, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:10, Green Gold Brick, tile.atmrockhounding:alloyBricks.greengold, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:11, White Gold Brick, tile.atmrockhounding:alloyBricks.whitegold, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:12, Shibuichi Brick, tile.atmrockhounding:alloyBricks.shibuichi, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:13, Tombak Brick, tile.atmrockhounding:alloyBricks.tombak, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:14, Pewter Brick, tile.atmrockhounding:alloyBricks.pewter, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks:15, Corten Steel Brick, tile.atmrockhounding:alloyBricks.corten, true, net.minecraft.item.ItemStack
atmrockhounding:alloyBricks2:0, Tungsteel Brick, tile.atmrockhounding:alloyBricks2.tungsteel, true, net.minecraft.item.ItemStack
atmrockhounding:arsenateShards:0, Agardite Shard, item.atmrockhounding:arsenateShards.agardite, false, net.minecraft.item.ItemStack
atmrockhounding:arsenateShards:1, Fornacite Shard, item.atmrockhounding:arsenateShards.fornacite, false, net.minecraft.item.ItemStack
atmrockhounding:borateShards:0, Borax Shard, item.atmrockhounding:borateShards.borax, false, net.minecraft.item.ItemStack
atmrockhounding:borateShards:1, Ericaite Shard, item.atmrockhounding:borateShards.ericaite, false, net.minecraft.item.ItemStack
atmrockhounding:borateShards:2, Hulsite Shard, item.atmrockhounding:borateShards.hulsite, false, net.minecraft.item.ItemStack
atmrockhounding:borateShards:3, Londonite Shard, item.atmrockhounding:borateShards.londonite, false, net.minecraft.item.ItemStack
atmrockhounding:borateShards:4, Tusionite Shard, item.atmrockhounding:borateShards.tusionite, false, net.minecraft.item.ItemStack
atmrockhounding:borateShards:5, Rhodizite Shard, item.atmrockhounding:borateShards.rhodizite, false, net.minecraft.item.ItemStack
atmrockhounding:carbonateShards:0, Ankerite Shard, item.atmrockhounding:carbonateShards.ankerite, false, net.minecraft.item.ItemStack
atmrockhounding:carbonateShards:1, Gaspeite Shard, item.atmrockhounding:carbonateShards.gaspeite, false, net.minecraft.item.ItemStack
atmrockhounding:carbonateShards:2, Rosasite Shard, item.atmrockhounding:carbonateShards.rosasite, false, net.minecraft.item.ItemStack
atmrockhounding:carbonateShards:3, Parisite Shard, item.atmrockhounding:carbonateShards.parisite, false, net.minecraft.item.ItemStack
atmrockhounding:halideShards:0, Boleite Shard, item.atmrockhounding:halideShards.boleite, false, net.minecraft.item.ItemStack
atmrockhounding:halideShards:1, Carnallite Shard, item.atmrockhounding:halideShards.carnallite, false, net.minecraft.item.ItemStack
atmrockhounding:halideShards:2, Rinneite Shard, item.atmrockhounding:halideShards.rinneite, false, net.minecraft.item.ItemStack
atmrockhounding:halideShards:3, Griceite Shard, item.atmrockhounding:halideShards.griceite, false, net.minecraft.item.ItemStack
atmrockhounding:halideShards:4, Fluorite Shard, item.atmrockhounding:halideShards.fluorite, false, net.minecraft.item.ItemStack
atmrockhounding:nativeShards:0, Cohenite Shard, item.atmrockhounding:nativeShards.cohenite, false, net.minecraft.item.ItemStack
atmrockhounding:nativeShards:1, Copper Shard, item.atmrockhounding:nativeShards.copper, false, net.minecraft.item.ItemStack
atmrockhounding:nativeShards:2, Cupalite Shard, item.atmrockhounding:nativeShards.cupalite, false, net.minecraft.item.ItemStack
